name,start_year,end_year,hall_of_fame,status,positions,height,weight,birth_date,career_length,sport
Michael Anderson,1989,1989,False,True,G,71,184,"March 23, 1966",1.0,Basketball
Nick Anderson,1990,2002,False,True,F-G,78,205,"January 20, 1968",13.0,Basketball
Richard Anderson,1983,1990,False,True,F-C,82,240,"November 19, 1960",8.0,Basketball
Ron Anderson,1985,1994,False,True,F-G,79,215,"October 15, 1958",10.0,Basketball
Ryan Anderson,2009,2020,False,True,F,81,240,"May 6, 1988",12.0,Basketball
Shandon Anderson,1997,2006,False,True,F-G,78,208,"December 31, 1973",10.0,Basketball
Willie Anderson,1989,1997,False,True,G-F,79,190,"January 8, 1967",9.0,Basketball
Wally Anderzunas,1970,1970,False,True,C-F,79,220,"January 11, 1946",1.0,Basketball
Martynas Andriuškevičius,2006,2006,False,True,C,86,240,"March 12, 1986",1.0,Basketball
Don Anielak,1955,1955,False,True,F,79,190,"November 1, 1930",1.0,Basketball
Ike Anigbogu,2018,2019,False,True,F-C,82,250,"October 17, 1998",2.0,Basketball
Michael Ansley,1990,1992,False,True,F,79,225,"February 8, 1967",3.0,Basketball
Chris Anstey,1998,2000,False,True,C,84,249,"January 1, 1975",3.0,Basketball
Giannis Antetokounmpo,2014,2025,False,False,F-G,83,242,"December 6, 1994",12.0,Basketball
Kostas Antetokounmpo,2019,2021,False,False,F,82,200,"November 20, 1997",3.0,Basketball
Thanasis Antetokounmpo,2016,2024,False,False,F,79,219,"July 18, 1992",9.0,Basketball
Carmelo Anthony,2004,2022,False,True,F,79,238,"May 29, 1984",19.0,Basketball
Cole Anthony,2021,2025,False,False,G,74,185,"May 15, 2000",5.0,Basketball
Greg Anthony,1992,2002,False,True,G,72,176,"November 15, 1967",11.0,Basketball
Joel Anthony,2008,2017,False,True,C,81,245,"August 9, 1982",10.0,Basketball
Pero Antić,2014,2015,False,True,C-F,83,260,"July 29, 1982",2.0,Basketball
OG Anunoby,2018,2025,False,False,F,79,232,"July 17, 1997",8.0,Basketball
Keith Appling,2016,2016,False,True,G,73,185,"February 13, 1992",1.0,Basketball
Rafael Araújo,2005,2007,False,True,C,83,280,"August 12, 1980",3.0,Basketball
Stacey Arceneaux,1962,1962,False,True,F,76,210,"February 17, 1936",1.0,Basketball
Robert Archibald,2003,2004,False,True,F,83,250,"March 29, 1980",2.0,Basketball
Tiny Archibald,1971,1984,True,True,G,73,150,"September 2, 1948",14.0,Basketball
Ryan Arcidiacono,2018,2024,False,False,G,75,195,"March 26, 1994",7.0,Basketball
Jim Ard,1971,1978,False,True,F-C,80,215,"September 19, 1948",8.0,Basketball
Gilbert Arenas,2002,2012,False,True,G,76,191,"January 6, 1982",11.0,Basketball
Trevor Ariza,2005,2022,False,True,F,80,215,"June 30, 1985",18.0,Basketball
Paul Arizin,1951,1962,True,True,F-G,76,190,"April 9, 1928",12.0,Basketball
Joe Arlauckas,1988,1988,False,True,F,81,230,"July 20, 1965",1.0,Basketball
B.J. Armstrong,1990,2000,False,True,G,74,175,"September 9, 1967",11.0,Basketball
Bob Armstrong,1957,1957,False,True,C-F,80,220,"June 17, 1933",1.0,Basketball
Brandon Armstrong,2002,2004,False,True,G,77,188,"June 16, 1980",3.0,Basketball
Curly Armstrong,1949,1951,False,True,G-F,71,170,"November 1, 1918",3.0,Basketball
Darrell Armstrong,1995,2008,False,True,G,72,170,"June 22, 1968",14.0,Basketball
Hilton Armstrong,2007,2014,False,True,F-C,83,235,"November 11, 1984",8.0,Basketball
Tate Armstrong,1978,1979,False,True,G,75,175,"October 5, 1955",2.0,Basketball
Jesse Arnelle,1956,1956,False,True,F,77,220,"December 30, 1933",1.0,Basketball
Jay Arnette,1964,1966,False,True,G,74,175,"December 19, 1938",3.0,Basketball
Bob Arnzen,1970,1974,False,True,F,77,205,"November 3, 1947",5.0,Basketball
Carlos Arroyo,2002,2011,False,True,G,74,202,"July 30, 1979",10.0,Basketball
Darrell Arthur,2009,2018,False,True,F,81,235,"March 25, 1988",10.0,Basketball
John Arthurs,1970,1970,False,True,G,76,185,"August 15, 1947",1.0,Basketball
Jamel Artis,2018,2018,False,True,G-F,79,213,"January 12, 1993",1.0,Basketball
Ömer Aşık,2011,2018,False,True,C,84,255,"July 4, 1986",8.0,Basketball
Vincent Askew,1988,1998,False,True,G-F,78,210,"February 28, 1966",11.0,Basketball
Keith Askins,1991,1999,False,True,G-F,79,197,"December 15, 1967",9.0,Basketball
Don Asmonga,1954,1954,False,True,G,74,185,"February 15, 1928",1.0,Basketball
Dick Atha,1956,1958,False,True,G,74,190,"September 21, 1931",3.0,Basketball
Chucky Atkins,2000,2010,False,True,G,71,160,"August 14, 1974",11.0,Basketball
Al Attles,1961,1971,True,True,G,72,175,"November 7, 1936",11.0,Basketball
Chet Aubuchon,1947,1947,False,True,G,70,137,"May 18, 1916",1.0,Basketball
Stacey Augmon,1992,2006,False,True,F-G,80,205,"August 1, 1968",15.0,Basketball
D.J. Augustin,2009,2022,False,True,G,71,183,"November 10, 1987",14.0,Basketball
James Augustine,2007,2008,False,True,F,82,235,"February 27, 1984",2.0,Basketball
Isaac Austin,1992,2002,False,True,C,82,255,"August 18, 1969",11.0,Basketball
Johnny Austin,1967,1968,False,True,G,72,170,"August 31, 1944",2.0,Basketball
Ken Austin,1984,1984,False,True,F,81,205,"July 15, 1961",1.0,Basketball
Deni Avdija,2021,2025,False,False,G-F,81,210,"January 3, 2001",5.0,Basketball
Anthony Avent,1993,2000,False,True,F,81,235,"October 18, 1969",8.0,Basketball
Bird Averitt,1974,1978,False,True,G,73,170,"July 22, 1952",5.0,Basketball
William Avery,2000,2002,False,True,G,74,197,"August 8, 1979",3.0,Basketball
Dennis Awtrey,1971,1982,False,True,C,82,235,"February 22, 1948",12.0,Basketball
Joel Ayayi,2022,2022,False,False,G,77,180,"March 5, 2000",1.0,Basketball
Gustavo Ayón,2012,2014,False,True,C,82,250,"April 1, 1985",3.0,Basketball
Jeff Ayres,2010,2016,False,True,F,81,240,"April 29, 1987",7.0,Basketball
Deandre Ayton,2019,2025,False,False,C,84,250,"July 23, 1998",7.0,Basketball
Kelenna Azubuike,2007,2012,False,True,G,77,220,"December 16, 1983",6.0,Basketball
Udoka Azubuike,2021,2024,False,False,C,82,280,"September 17, 1999",4.0,Basketball
Alaa Abdelnaby,1991,1995,False,True,F-C,82,240,"June 24, 1968",5.0,Basketball
Zaid Abdul-Aziz,1969,1978,False,True,C-F,81,235,"April 7, 1946",10.0,Basketball
Kareem Abdul-Jabbar,1970,1989,True,True,C,86,225,"April 16, 1947",20.0,Basketball
Mahmoud Abdul-Rauf,1991,2001,False,True,G,73,162,"March 9, 1969",11.0,Basketball
Tariq Abdul-Wahad,1998,2003,False,True,F,78,223,"November 3, 1974",6.0,Basketball
Shareef Abdur-Rahim,1997,2008,False,True,F,81,225,"December 11, 1976",12.0,Basketball
Tom Abernethy,1977,1981,False,True,F,79,220,"May 6, 1954",5.0,Basketball
Forest Able,1957,1957,False,True,G,75,180,"July 27, 1932",1.0,Basketball
John Abramovic,1947,1948,False,True,F,75,195,"February 9, 1919",2.0,Basketball
Álex Abrines,2017,2019,False,True,G-F,78,200,"August 1, 1993",3.0,Basketball
Precious Achiuwa,2021,2025,False,False,F,80,225,"September 19, 1999",5.0,Basketball
Alex Acker,2006,2009,False,True,G,77,185,"January 21, 1983",4.0,Basketball
Don Ackerman,1954,1954,False,True,G,72,183,"September 4, 1930",1.0,Basketball
Mark Acres,1988,1993,False,True,F-C,83,220,"November 15, 1962",6.0,Basketball
Bud Acton,1968,1968,False,True,F,78,210,"January 11, 1942",1.0,Basketball
Quincy Acy,2013,2019,False,True,F-C,79,240,"October 6, 1990",7.0,Basketball
Alvan Adams,1976,1988,False,True,C-F,81,210,"July 19, 1954",13.0,Basketball
Don Adams,1971,1977,False,True,F,78,210,"November 27, 1947",7.0,Basketball
George Adams,1973,1975,False,True,F-G,77,210,"May 15, 1949",3.0,Basketball
Hassan Adams,2007,2009,False,True,G,76,220,"June 20, 1984",3.0,Basketball
Jaylen Adams,2019,2021,False,True,G,72,225,"May 4, 1996",3.0,Basketball
Jordan Adams,2015,2016,False,True,G,77,209,"July 8, 1994",2.0,Basketball
Michael Adams,1986,1996,False,True,G,70,162,"January 19, 1963",11.0,Basketball
Steven Adams,2014,2025,False,False,C,83,265,"July 20, 1993",12.0,Basketball
Rafael Addison,1987,1997,False,True,F-G,79,215,"July 22, 1964",11.0,Basketball
Bam Adebayo,2018,2025,False,False,C-F,81,255,"July 18, 1997",8.0,Basketball
Deng Adel,2019,2019,False,True,F,79,200,"February 1, 1997",1.0,Basketball
Rick Adelman,1969,1975,True,True,G,73,175,"June 16, 1946",7.0,Basketball
Jeff Adrien,2011,2015,False,True,F,79,245,"February 10, 1986",5.0,Basketball
Arron Afflalo,2008,2018,False,True,G-F,77,210,"October 15, 1985",11.0,Basketball
Ochai Agbaji,2023,2025,False,False,G,77,215,"April 20, 2000",3.0,Basketball
Maurice Ager,2007,2011,False,True,G,77,202,"February 9, 1984",5.0,Basketball
Mark Aguirre,1982,1994,False,True,F-G,78,232,"December 10, 1959",13.0,Basketball
Blake Ahearn,2008,2012,False,True,G,74,190,"May 27, 1984",5.0,Basketball
Danny Ainge,1982,1995,False,True,G,77,185,"March 17, 1959",14.0,Basketball
Matt Aitch,1968,1968,False,True,F,79,230,"September 21, 1944",1.0,Basketball
Alexis Ajinça,2009,2017,False,True,C-F,86,248,"May 6, 1988",9.0,Basketball
Henry Akin,1967,1969,False,True,C-F,82,225,"July 31, 1944",3.0,Basketball
Josh Akognon,2013,2013,False,True,G,71,185,"February 10, 1986",1.0,Basketball
DeVaughn Akoon-Purcell,2019,2019,False,True,G,78,200,"June 5, 1993",1.0,Basketball
Solomon Alabi,2011,2012,False,True,C,85,251,"March 21, 1988",2.0,Basketball
Mark Alarie,1987,1991,False,True,F,80,217,"December 11, 1963",5.0,Basketball
Gary Alcorn,1960,1961,False,True,C,81,225,"October 8, 1936",2.0,Basketball
Santi Aldama,2022,2025,False,False,F,83,224,"January 10, 2001",4.0,Basketball
Furkan Aldemir,2015,2015,False,True,F-C,82,240,"August 9, 1991",1.0,Basketball
Cole Aldrich,2011,2018,False,True,C,83,250,"October 31, 1988",8.0,Basketball
LaMarcus Aldridge,2007,2022,False,True,F-C,83,250,"July 19, 1985",16.0,Basketball
Chuck Aleksinas,1985,1985,False,True,C,83,260,"February 26, 1959",1.0,Basketball
Cliff Alexander,2016,2016,False,True,F,80,245,"November 16, 1995",1.0,Basketball
Cory Alexander,1996,2005,False,True,G,73,185,"June 22, 1973",10.0,Basketball
Courtney Alexander,2001,2003,False,True,G,77,205,"April 27, 1977",3.0,Basketball
Gary Alexander,1994,1994,False,True,F,79,240,"November 1, 1969",1.0,Basketball
Joe Alexander,2009,2010,False,True,F,80,230,"December 26, 1986",2.0,Basketball
Kyle Alexander,2020,2020,False,True,F,83,220,"October 21, 1996",1.0,Basketball
Trey Alexander,2025,2025,False,False,G,76,185,"May 2, 2003",1.0,Basketball
Ty-Shon Alexander,2021,2021,False,False,G,75,195,"July 16, 1998",1.0,Basketball
Victor Alexander,1992,2002,False,True,C-F,81,265,"August 31, 1969",11.0,Basketball
Nickeil Alexander-Walker,2020,2025,False,False,G,77,205,"September 2, 1998",6.0,Basketball
Steve Alford,1988,1991,False,True,G,74,183,"November 23, 1964",4.0,Basketball
Rawle Alkins,2019,2019,False,False,G,77,225,"October 29, 1997",1.0,Basketball
Bill Allen,1968,1968,False,True,C-F,80,205,,1.0,Basketball
Bob Allen,1969,1969,False,True,F,81,205,"July 17, 1946",1.0,Basketball
Grayson Allen,2019,2025,False,False,G,76,198,"October 8, 1995",7.0,Basketball
Jarrett Allen,2018,2025,False,False,C-F,83,243,"April 21, 1998",8.0,Basketball
Jerome Allen,1996,1997,False,True,G,76,184,"January 28, 1973",2.0,Basketball
Kadeem Allen,2018,2020,False,True,G,73,200,"January 15, 1993",3.0,Basketball
Lavoy Allen,2012,2017,False,True,F-C,81,260,"February 4, 1989",6.0,Basketball
Lucius Allen,1970,1979,False,True,G,74,175,"September 26, 1947",10.0,Basketball
Malik Allen,2002,2011,False,True,F-C,82,255,"June 27, 1978",10.0,Basketball
Randy Allen,1989,1990,False,True,F,80,220,"January 26, 1965",2.0,Basketball
Ray Allen,1997,2014,True,True,G,77,205,"July 20, 1975",18.0,Basketball
Timmy Allen,2024,2024,False,False,F,78,210,"January 9, 2000",1.0,Basketball
Tony Allen,2005,2018,False,True,G-F,76,213,"January 11, 1982",14.0,Basketball
Willie Allen,1972,1972,False,True,F,78,230,"February 8, 1949",1.0,Basketball
Odis Allison,1972,1972,False,True,F,78,195,"October 2, 1949",1.0,Basketball
Lance Allred,2008,2008,False,True,C,83,250,"February 2, 1981",1.0,Basketball
Darrell Allums,1981,1981,False,True,F,81,220,"September 12, 1958",1.0,Basketball
Morris Almond,2008,2012,False,True,G,78,225,"February 2, 1985",5.0,Basketball
Derrick Alston,1995,1997,False,True,F,83,225,"August 20, 1972",3.0,Basketball
Rafer Alston,2000,2010,False,True,G,74,171,"July 24, 1976",11.0,Basketball
Peter Aluma,1999,1999,False,True,C,82,260,"April 23, 1973",1.0,Basketball
Jose Alvarado,2022,2025,False,False,G,72,179,"April 12, 1998",4.0,Basketball
John Amaechi,1996,2003,False,True,C-F,82,270,"November 26, 1970",8.0,Basketball
Ashraf Amaya,1996,1997,False,True,F,80,230,"November 23, 1971",2.0,Basketball
Al-Farouq Aminu,2011,2021,False,True,F,80,220,"September 21, 1990",11.0,Basketball
Lou Amundson,2007,2016,False,True,F-C,81,220,"December 7, 1982",10.0,Basketball
Bob Anderegg,1960,1960,False,True,F-G,75,200,"August 24, 1937",1.0,Basketball
Chris Andersen,2002,2017,False,True,C-F,82,245,"July 7, 1978",16.0,Basketball
David Andersen,2010,2011,False,True,C,83,245,"June 23, 1980",2.0,Basketball
Alan Anderson,2006,2017,False,True,G-F,78,220,"October 16, 1982",12.0,Basketball
Andy Anderson,1968,1970,False,True,G,74,184,"July 6, 1945",3.0,Basketball
Antonio Anderson,2010,2010,False,True,G,78,215,"June 5, 1985",1.0,Basketball
Cliff Anderson,1968,1971,False,True,G-F,74,200,"September 7, 1944",4.0,Basketball
Dan Anderson,1968,1969,False,True,C,82,230,"February 15, 1943",2.0,Basketball
Dan Anderson,1975,1976,False,True,G,74,185,"January 1, 1951",2.0,Basketball
Derek Anderson,1998,2008,False,True,G,77,194,"July 18, 1974",11.0,Basketball
Dwight Anderson,1983,1983,False,True,G,75,185,"December 28, 1960",1.0,Basketball
Eric Anderson,1993,1994,False,True,F,81,220,"May 26, 1970",2.0,Basketball
Greg Anderson,1988,1998,False,True,F-C,82,230,"June 22, 1964",11.0,Basketball
J.J. Anderson,1983,1985,False,True,F,80,195,"September 23, 1960",3.0,Basketball
James Anderson,2011,2016,False,True,G-F,78,213,"March 25, 1989",6.0,Basketball
Jerome Anderson,1976,1977,False,True,G,77,195,"October 9, 1953",2.0,Basketball
Justin Anderson,2016,2022,False,False,G,78,230,"November 19, 1993",7.0,Basketball
Kenny Anderson,1992,2005,False,True,G,73,168,"October 9, 1970",14.0,Basketball
Kim Anderson,1979,1979,False,True,F,79,200,"May 12, 1955",1.0,Basketball
Kyle Anderson,2015,2025,False,False,F-G,81,230,"September 20, 1993",11.0,Basketball
Michael Anderson,1989,1989,False,True,G,71,184,"March 23, 1966",1.0,Basketball
Nick Anderson,1990,2002,False,True,F-G,78,205,"January 20, 1968",13.0,Basketball
Richard Anderson,1983,1990,False,True,F-C,82,240,"November 19, 1960",8.0,Basketball
Ron Anderson,1985,1994,False,True,F-G,79,215,"October 15, 1958",10.0,Basketball
Ryan Anderson,2009,2020,False,True,F,81,240,"May 6, 1988",12.0,Basketball
Shandon Anderson,1997,2006,False,True,F-G,78,208,"December 31, 1973",10.0,Basketball
Willie Anderson,1989,1997,False,True,G-F,79,190,"January 8, 1967",9.0,Basketball
Wally Anderzunas,1970,1970,False,True,C-F,79,220,"January 11, 1946",1.0,Basketball
Martynas Andriuškevičius,2006,2006,False,True,C,86,240,"March 12, 1986",1.0,Basketball
Don Anielak,1955,1955,False,True,F,79,190,"November 1, 1930",1.0,Basketball
Ike Anigbogu,2018,2019,False,True,F-C,82,250,"October 17, 1998",2.0,Basketball
Michael Ansley,1990,1992,False,True,F,79,225,"February 8, 1967",3.0,Basketball
Chris Anstey,1998,2000,False,True,C,84,249,"January 1, 1975",3.0,Basketball
Giannis Antetokounmpo,2014,2025,False,False,F-G,83,242,"December 6, 1994",12.0,Basketball
Kostas Antetokounmpo,2019,2021,False,False,F,82,200,"November 20, 1997",3.0,Basketball
Thanasis Antetokounmpo,2016,2024,False,False,F,79,219,"July 18, 1992",9.0,Basketball
Carmelo Anthony,2004,2022,False,True,F,79,238,"May 29, 1984",19.0,Basketball
Cole Anthony,2021,2025,False,False,G,74,185,"May 15, 2000",5.0,Basketball
Greg Anthony,1992,2002,False,True,G,72,176,"November 15, 1967",11.0,Basketball
Joel Anthony,2008,2017,False,True,C,81,245,"August 9, 1982",10.0,Basketball
Pero Antić,2014,2015,False,True,C-F,83,260,"July 29, 1982",2.0,Basketball
OG Anunoby,2018,2025,False,False,F,79,232,"July 17, 1997",8.0,Basketball
Keith Appling,2016,2016,False,True,G,73,185,"February 13, 1992",1.0,Basketball
Rafael Araújo,2005,2007,False,True,C,83,280,"August 12, 1980",3.0,Basketball
Stacey Arceneaux,1962,1962,False,True,F,76,210,"February 17, 1936",1.0,Basketball
Robert Archibald,2003,2004,False,True,F,83,250,"March 29, 1980",2.0,Basketball
Tiny Archibald,1971,1984,True,True,G,73,150,"September 2, 1948",14.0,Basketball
Ryan Arcidiacono,2018,2024,False,False,G,75,195,"March 26, 1994",7.0,Basketball
Jim Ard,1971,1978,False,True,F-C,80,215,"September 19, 1948",8.0,Basketball
Gilbert Arenas,2002,2012,False,True,G,76,191,"January 6, 1982",11.0,Basketball
Trevor Ariza,2005,2022,False,True,F,80,215,"June 30, 1985",18.0,Basketball
Paul Arizin,1951,1962,True,True,F-G,76,190,"April 9, 1928",12.0,Basketball
Joe Arlauckas,1988,1988,False,True,F,81,230,"July 20, 1965",1.0,Basketball
B.J. Armstrong,1990,2000,False,True,G,74,175,"September 9, 1967",11.0,Basketball
Bob Armstrong,1957,1957,False,True,C-F,80,220,"June 17, 1933",1.0,Basketball
Brandon Armstrong,2002,2004,False,True,G,77,188,"June 16, 1980",3.0,Basketball
Curly Armstrong,1949,1951,False,True,G-F,71,170,"November 1, 1918",3.0,Basketball
Darrell Armstrong,1995,2008,False,True,G,72,170,"June 22, 1968",14.0,Basketball
Hilton Armstrong,2007,2014,False,True,F-C,83,235,"November 11, 1984",8.0,Basketball
Tate Armstrong,1978,1979,False,True,G,75,175,"October 5, 1955",2.0,Basketball
Jesse Arnelle,1956,1956,False,True,F,77,220,"December 30, 1933",1.0,Basketball
Jay Arnette,1964,1966,False,True,G,74,175,"December 19, 1938",3.0,Basketball
Bob Arnzen,1970,1974,False,True,F,77,205,"November 3, 1947",5.0,Basketball
Carlos Arroyo,2002,2011,False,True,G,74,202,"July 30, 1979",10.0,Basketball
Darrell Arthur,2009,2018,False,True,F,81,235,"March 25, 1988",10.0,Basketball
John Arthurs,1970,1970,False,True,G,76,185,"August 15, 1947",1.0,Basketball
Jamel Artis,2018,2018,False,True,G-F,79,213,"January 12, 1993",1.0,Basketball
Ömer Aşık,2011,2018,False,True,C,84,255,"July 4, 1986",8.0,Basketball
Vincent Askew,1988,1998,False,True,G-F,78,210,"February 28, 1966",11.0,Basketball
Keith Askins,1991,1999,False,True,G-F,79,197,"December 15, 1967",9.0,Basketball
Don Asmonga,1954,1954,False,True,G,74,185,"February 15, 1928",1.0,Basketball
Dick Atha,1956,1958,False,True,G,74,190,"September 21, 1931",3.0,Basketball
Chucky Atkins,2000,2010,False,True,G,71,160,"August 14, 1974",11.0,Basketball
Al Attles,1961,1971,True,True,G,72,175,"November 7, 1936",11.0,Basketball
Chet Aubuchon,1947,1947,False,True,G,70,137,"May 18, 1916",1.0,Basketball
Stacey Augmon,1992,2006,False,True,F-G,80,205,"August 1, 1968",15.0,Basketball
D.J. Augustin,2009,2022,False,True,G,71,183,"November 10, 1987",14.0,Basketball
James Augustine,2007,2008,False,True,F,82,235,"February 27, 1984",2.0,Basketball
Isaac Austin,1992,2002,False,True,C,82,255,"August 18, 1969",11.0,Basketball
Johnny Austin,1967,1968,False,True,G,72,170,"August 31, 1944",2.0,Basketball
Ken Austin,1984,1984,False,True,F,81,205,"July 15, 1961",1.0,Basketball
Deni Avdija,2021,2025,False,False,G-F,81,210,"January 3, 2001",5.0,Basketball
Anthony Avent,1993,2000,False,True,F,81,235,"October 18, 1969",8.0,Basketball
Bird Averitt,1974,1978,False,True,G,73,170,"July 22, 1952",5.0,Basketball
William Avery,2000,2002,False,True,G,74,197,"August 8, 1979",3.0,Basketball
Dennis Awtrey,1971,1982,False,True,C,82,235,"February 22, 1948",12.0,Basketball
Joel Ayayi,2022,2022,False,False,G,77,180,"March 5, 2000",1.0,Basketball
Gustavo Ayón,2012,2014,False,True,C,82,250,"April 1, 1985",3.0,Basketball
Jeff Ayres,2010,2016,False,True,F,81,240,"April 29, 1987",7.0,Basketball
Deandre Ayton,2019,2025,False,False,C,84,250,"July 23, 1998",7.0,Basketball
